complexity_metric,ml_metric,correlation,p_value,abs_correlation
N2,NaiveBayes_precision,-0.5243966279729066,0.008523840549129545,0.5243966279729066
F2,NaiveBayes_recall,-0.8869484871256818,7.807478485408526e-09,0.8869484871256818
F4,NaiveBayes_recall,-0.8721868988651172,2.8043003813108595e-08,0.8721868988651172
F1,NaiveBayes_recall,-0.8155878264740795,1.1980946930784748e-06,0.8155878264740795
F3,NaiveBayes_recall,-0.7995860382151114,2.7626498337205204e-06,0.7995860382151114
N4,NaiveBayes_recall,-0.7936790345912856,3.6916966598671402e-06,0.7936790345912856
F1v,NaiveBayes_recall,-0.7676324696871006,1.1967811468788444e-05,0.7676324696871006
LSC,NaiveBayes_recall,-0.6013340502390477,0.0018831896736761307,0.6013340502390477
Clust,NaiveBayes_recall,-0.5480220374780518,0.005565189843589347,0.5480220374780518
ONB,NaiveBayes_recall,-0.5456269455316702,0.005819073419642707,0.5456269455316702
N1,NaiveBayes_recall,-0.545096934961864,0.0058765463628446795,0.545096934961864
Borderline,NaiveBayes_recall,-0.540503933805821,0.006394797965367918,0.540503933805821
D. Over.,NaiveBayes_recall,-0.5384420895084084,0.0066395686055686805,0.5384420895084084
kDN,NaiveBayes_recall,-0.5349599058449068,0.007070706019207573,0.5349599058449068
CM,NaiveBayes_recall,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
D3,NaiveBayes_recall,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
R,NaiveBayes_recall,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
N2,NaiveBayes_recall,-0.5279994709688927,0.008002671120845082,0.5279994709688927
N3,NaiveBayes_recall,-0.5256652218995591,0.008337208979550734,0.5256652218995591
F2,NaiveBayes_balanced_accuracy,-0.8869484871256819,7.807478485408526e-09,0.8869484871256819
F4,NaiveBayes_balanced_accuracy,-0.8721868988651172,2.8043003813108595e-08,0.8721868988651172
F1,NaiveBayes_balanced_accuracy,-0.8155878264740795,1.1980946930784748e-06,0.8155878264740795
F3,NaiveBayes_balanced_accuracy,-0.7995860382151114,2.7626498337205204e-06,0.7995860382151114
N4,NaiveBayes_balanced_accuracy,-0.7936790345912856,3.6916966598671402e-06,0.7936790345912856
F1v,NaiveBayes_balanced_accuracy,-0.7676324696871006,1.1967811468788444e-05,0.7676324696871006
LSC,NaiveBayes_balanced_accuracy,-0.6013340502390477,0.0018831896736761307,0.6013340502390477
Clust,NaiveBayes_balanced_accuracy,-0.5480220374780518,0.005565189843589347,0.5480220374780518
ONB,NaiveBayes_balanced_accuracy,-0.5456269455316703,0.005819073419642707,0.5456269455316703
N1,NaiveBayes_balanced_accuracy,-0.545096934961864,0.0058765463628446795,0.545096934961864
Borderline,NaiveBayes_balanced_accuracy,-0.5405039338058211,0.006394797965367891,0.5405039338058211
D. Over.,NaiveBayes_balanced_accuracy,-0.5384420895084086,0.0066395686055686805,0.5384420895084086
kDN,NaiveBayes_balanced_accuracy,-0.5349599058449068,0.007070706019207573,0.5349599058449068
CM,NaiveBayes_balanced_accuracy,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
D3,NaiveBayes_balanced_accuracy,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
R,NaiveBayes_balanced_accuracy,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
N2,NaiveBayes_balanced_accuracy,-0.5279994709688928,0.008002671120845082,0.5279994709688928
N3,NaiveBayes_balanced_accuracy,-0.5256652218995592,0.008337208979550734,0.5256652218995592
Borderline,MLP_accuracy,-0.9740870531257044,1.0812870129957946e-15,0.9740870531257044
CM,MLP_accuracy,-0.9739543420269245,1.143082721251445e-15,0.9739543420269245
R,MLP_accuracy,-0.9739543420269244,1.143082721251445e-15,0.9739543420269244
D3,MLP_accuracy,-0.9739543420269244,1.143082721251445e-15,0.9739543420269244
kDN,MLP_accuracy,-0.9732346733414687,1.537581346282105e-15,0.9732346733414687
N1,MLP_accuracy,-0.9730098737885637,1.683997552429748e-15,0.9730098737885637
N3,MLP_accuracy,-0.9719744169367818,2.5357294178704688e-15,0.9719744169367818
D. Over.,MLP_accuracy,-0.9672297094606194,1.3858484260410432e-14,0.9672297094606194
Clust,MLP_accuracy,-0.9666729651629389,1.663687733485949e-14,0.9666729651629389
ONB,MLP_accuracy,-0.9644090909122678,3.3920670114622854e-14,0.9644090909122678
N2,MLP_accuracy,-0.9326875126668785,3.237578328227441e-11,0.9326875126668785
LSC,MLP_accuracy,-0.7191035035055813,7.511564004160853e-05,0.7191035035055813
F4,MLP_accuracy,-0.7100622051130563,0.0001015341354485508,0.7100622051130563
N4,MLP_accuracy,-0.7037593969027328,0.00012446108104544827,0.7037593969027328
F3,MLP_accuracy,-0.6760382425772791,0.00028767530474164705,0.6760382425772791
F1,MLP_accuracy,-0.55473320144948,0.004902727710998254,0.55473320144948
F2,MLP_accuracy,-0.4999424586033503,0.012857415341404893,0.4999424586033503
F1v,MLP_accuracy,-0.4331791650203784,0.03447349636810308,0.4331791650203784
Borderline,MLP_f1,-0.9741239479331374,1.0646542199401317e-15,0.9741239479331374
CM,MLP_f1,-0.9740102653692624,1.1166623261966261e-15,0.9740102653692624
R,MLP_f1,-0.9740102653692623,1.1166623261966261e-15,0.9740102653692623
D3,MLP_f1,-0.9740102653692623,1.1166623261966261e-15,0.9740102653692623
kDN,MLP_f1,-0.9732470623600149,1.5298585170270409e-15,0.9732470623600149
N1,MLP_f1,-0.9730289703599584,1.6710853534754515e-15,0.9730289703599584
N3,MLP_f1,-0.9720300276262153,2.4815677476950082e-15,0.9720300276262153
D. Over.,MLP_f1,-0.9672079455001615,1.3958652054156198e-14,0.9672079455001615
Clust,MLP_f1,-0.9667179073955371,1.6395173233567394e-14,0.9667179073955371
ONB,MLP_f1,-0.9644483271299376,3.351770637623115e-14,0.9644483271299376
N2,MLP_f1,-0.9326220227382043,3.271385220528263e-11,0.9326220227382043
LSC,MLP_f1,-0.7189056245732743,7.562190863224875e-05,0.7189056245732743
F4,MLP_f1,-0.7100022868675329,0.00010173334819012521,0.7100022868675329
N4,MLP_f1,-0.7036718320010367,0.00012480910310229328,0.7036718320010367
F3,MLP_f1,-0.6759041422200993,0.0002887823101877567,0.6759041422200993
F1,MLP_f1,-0.5546022545407348,0.004914988848559546,0.5546022545407348
F2,MLP_f1,-0.49989000830699304,0.012868356504950492,0.49989000830699304
F1v,MLP_f1,-0.4330333546245059,0.0345410746265809,0.4330333546245059
Borderline,MLP_precision,-0.9746004912497167,8.69697060861644e-16,0.9746004912497167
CM,MLP_precision,-0.9744541714229182,9.257953059856224e-16,0.9744541714229182
R,MLP_precision,-0.9744541714229181,9.257953059856224e-16,0.9744541714229181
D3,MLP_precision,-0.9744541714229181,9.257953059856224e-16,0.9744541714229181
kDN,MLP_precision,-0.9736868369635734,1.2774799646433923e-15,0.9736868369635734
N1,MLP_precision,-0.9735121952187507,1.3727912498068692e-15,0.9735121952187507
N3,MLP_precision,-0.9724599553162104,2.096963440179752e-15,0.9724599553162104
D. Over.,MLP_precision,-0.9677036552751215,1.1832495781518722e-14,0.9677036552751215
Clust,MLP_precision,-0.967033801042879,1.4784090701967444e-14,0.967033801042879
ONB,MLP_precision,-0.964840691130369,2.972011545574892e-14,0.964840691130369
N2,MLP_precision,-0.9333060498154773,2.933503868103902e-11,0.9333060498154773
LSC,MLP_precision,-0.7182881961526641,7.722087241837829e-05,0.7182881961526641
F4,MLP_precision,-0.7102455553597737,0.00010092666288915693,0.7102455553597737
N4,MLP_precision,-0.7042346141332715,0.0001225871132050509,0.7042346141332715
F3,MLP_precision,-0.6757316836410676,0.0002902114063012468,0.6757316836410676
F1,MLP_precision,-0.5554117298469913,0.004839604832233588,0.5554117298469913
F2,MLP_precision,-0.5008053516833142,0.012678510179246101,0.5008053516833142
F1v,MLP_precision,-0.43466498120018277,0.033790837321250204,0.43466498120018277
Borderline,MLP_recall,-0.9740870531257044,1.0812870129957946e-15,0.9740870531257044
CM,MLP_recall,-0.9739543420269245,1.143082721251445e-15,0.9739543420269245
R,MLP_recall,-0.9739543420269244,1.143082721251445e-15,0.9739543420269244
D3,MLP_recall,-0.9739543420269244,1.143082721251445e-15,0.9739543420269244
kDN,MLP_recall,-0.9732346733414687,1.537581346282105e-15,0.9732346733414687
N1,MLP_recall,-0.9730098737885637,1.683997552429748e-15,0.9730098737885637
N3,MLP_recall,-0.9719744169367818,2.5357294178704688e-15,0.9719744169367818
D. Over.,MLP_recall,-0.9672297094606194,1.3858484260410432e-14,0.9672297094606194
Clust,MLP_recall,-0.9666729651629389,1.663687733485949e-14,0.9666729651629389
ONB,MLP_recall,-0.9644090909122678,3.3920670114622854e-14,0.9644090909122678
N2,MLP_recall,-0.9326875126668785,3.237578328227441e-11,0.9326875126668785
LSC,MLP_recall,-0.7191035035055813,7.511564004160853e-05,0.7191035035055813
F4,MLP_recall,-0.7100622051130563,0.0001015341354485508,0.7100622051130563
N4,MLP_recall,-0.7037593969027328,0.00012446108104544827,0.7037593969027328
F3,MLP_recall,-0.6760382425772791,0.00028767530474164705,0.6760382425772791
F1,MLP_recall,-0.55473320144948,0.004902727710998254,0.55473320144948
F2,MLP_recall,-0.4999424586033503,0.012857415341404893,0.4999424586033503
F1v,MLP_recall,-0.4331791650203784,0.03447349636810308,0.4331791650203784
Borderline,MLP_balanced_accuracy,-0.9740870531257044,1.0812870129957946e-15,0.9740870531257044
CM,MLP_balanced_accuracy,-0.9739543420269244,1.143082721251445e-15,0.9739543420269244
R,MLP_balanced_accuracy,-0.9739543420269243,1.1430827212515512e-15,0.9739543420269243
D3,MLP_balanced_accuracy,-0.9739543420269243,1.1430827212515512e-15,0.9739543420269243
kDN,MLP_balanced_accuracy,-0.9732346733414687,1.537581346282105e-15,0.9732346733414687
N1,MLP_balanced_accuracy,-0.9730098737885637,1.683997552429748e-15,0.9730098737885637
N3,MLP_balanced_accuracy,-0.9719744169367817,2.535729417870689e-15,0.9719744169367817
D. Over.,MLP_balanced_accuracy,-0.9672297094606194,1.3858484260410432e-14,0.9672297094606194
Clust,MLP_balanced_accuracy,-0.9666729651629388,1.663687733485949e-14,0.9666729651629388
ONB,MLP_balanced_accuracy,-0.9644090909122678,3.3920670114622854e-14,0.9644090909122678
N2,MLP_balanced_accuracy,-0.9326875126668785,3.237578328227441e-11,0.9326875126668785
LSC,MLP_balanced_accuracy,-0.7191035035055814,7.511564004160853e-05,0.7191035035055814
F4,MLP_balanced_accuracy,-0.7100622051130563,0.0001015341354485508,0.7100622051130563
N4,MLP_balanced_accuracy,-0.7037593969027328,0.00012446108104544827,0.7037593969027328
F3,MLP_balanced_accuracy,-0.6760382425772791,0.00028767530474164705,0.6760382425772791
F1,MLP_balanced_accuracy,-0.55473320144948,0.004902727710998254,0.55473320144948
F2,MLP_balanced_accuracy,-0.4999424586033503,0.012857415341404893,0.4999424586033503
F1v,MLP_balanced_accuracy,-0.43317916502037834,0.03447349636810318,0.43317916502037834
